user_id,user_project_cycle_id,project_id,os,source,os_env,dbm_version,extracted_at,record_type,value,extra_value,unit,start_time,end_time,session_id,is_aggregated,hardware_model,software_version,app_version
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,80.0,,count/min,2023-10-01 05:19:13.635000 UTC,2023-10-01 05:19:13.635000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,93.0,,count/min,2023-10-01 05:09:31.885000 UTC,2023-10-01 05:09:31.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,86.0,,count/min,2023-10-01 05:24:59.261000 UTC,2023-10-01 05:24:59.261000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,73.0,,count/min,2023-10-01 05:30:28.885000 UTC,2023-10-01 05:30:28.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,80.0,,count/min,2023-10-01 05:20:56.636000 UTC,2023-10-01 05:20:56.636000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,90.0,,count/min,2023-10-01 05:37:09.011000 UTC,2023-10-01 05:37:09.011000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,95.0,,count/min,2023-10-01 05:47:35.523000 UTC,2023-10-01 05:47:35.523000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,92.00000000000001,,count/min,2023-10-01 05:52:39.522000 UTC,2023-10-01 05:52:39.522000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,87.0,,count/min,2023-10-01 05:57:14.523000 UTC,2023-10-01 05:57:14.523000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,71.0,,count/min,2023-10-01 05:37:54.634000 UTC,2023-10-01 05:37:54.634000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,99.0,,count/min,2023-10-01 06:01:29.133000 UTC,2023-10-01 06:01:29.133000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,115.0,,count/min,2023-10-01 06:01:43.133000 UTC,2023-10-01 06:01:43.133000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,114.0,,count/min,2023-10-01 06:01:47.133000 UTC,2023-10-01 06:01:47.133000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,114.0,,count/min,2023-10-01 06:01:51.133000 UTC,2023-10-01 06:01:51.133000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,99.0,,count/min,2023-10-01 06:01:21.133000 UTC,2023-10-01 06:01:21.133000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,114.0,,count/min,2023-10-01 06:02:04.133000 UTC,2023-10-01 06:02:04.133000 UTC,,false,"Watch6,14",9.6.2,1.1.6
